user,game,hrs,purchase,play
72135587,Sid Meier's Civilization V,96.0,1,1
195780309,No More Room in Hell,0.0,1,0
10599862,Call of Duty Modern Warfare 2,11.7,1,1
46055854,Homefront,170.0,1,1
53091150,Don't Starve,5.9,1,1
48028873,Borderlands DLC Claptraps New Robot Revolution,0.0,1,0
58345543,Loadout,1.7,1,1
64787956,Prison Architect,0.0,1,0
11373749,Alien Swarm,2.7,1,1
137158399,Space Trader Merchant Marine,0.0,1,0
252166407,Basement,69.0,1,1
8585433,Team Fortress Classic,0.0,1,0
10162301,"Warhammer 40,000 Dawn of War II",27.0,1,1
11373749,Depth Hunter 2 Deep Dive,0.0,1,0
14758912,Counter-Strike Condition Zero Deleted Scenes,0.0,1,0
242523654,Age of Empires II HD Edition,0.7,1,1
76892907,Dungeon Siege III,0.0,1,0
99264709,RaceRoom Racing Experience ,0.5,1,1
53091150,Alan Wake's American Nightmare,0.3,1,1
60549077,The Maw,5.6,1,1
117345810,Darksiders II Deathinitive Edition,0.0,1,0
78341587,METAL GEAR SOLID V THE PHANTOM PAIN,0.0,1,0
93882483,Without Within,0.0,1,0
283651572,Unturned,9.0,1,1
73835640,Kyn,3.0,1,1
168539881,Cry of Fear,0.2,1,1
212751581,Fork Parker's Holiday Profit Hike,0.0,1,0
119909634,Counter-Strike Global Offensive,11.5,1,1
135400225,Robocraft,0.0,1,0
154730370,Portal 2,0.3,1,1
147602462,Batman Arkham Origins -  Online Supply Drop 1,0.0,1,0
171611544,Borderlands DLC Claptraps New Robot Revolution,0.0,1,0
22605909,Counter-Strike Condition Zero Deleted Scenes,0.0,1,0
165216496,RaceRoom Racing Experience ,0.7,1,1
151662395,Batla - Starter Pack,0.0,1,0
127311699,Nidhogg,7.9,1,1
216025815,LEGO The Hobbit,4.0,1,1
37706629,Half-Life 2 Lost Coast,0.0,1,0
99264709,BattleBlock Theater,4.8,1,1
38049880,The Elder Scrolls V Skyrim - Hearthfire,0.0,1,0
28472068,Runaway A Twist of Fate,0.0,1,0
294939683,Dead Island Riptide,0.0,1,0
106834867,Half-Life 2 Episode One,0.0,1,0
52907921,Rust,0.9,1,1
111754806,Patch testing for Chivalry,0.0,1,0
36439985,Orcs Must Die!,2.9,1,1
33013552,FEZ,0.4,1,1
106278654,Counter-Strike Global Offensive,38.0,1,1
275518260,Dota 2,2.0,1,1
49228258,Batman Arkham City,0.7,1,1
131360546,Dota 2,2.0,1,1
262195804,Don't Starve Reign of Giants,0.0,1,0
42198457,Fallout New Vegas Courier's Stash,0.0,1,0
210905793,Champions Online,0.0,1,0
61189155,Metro 2033,24.0,1,1
87040683,Dota 2,1930.0,1,1
6216773,Counter-Strike Condition Zero Deleted Scenes,0.0,1,0
116876958,Psychonauts,4.0,1,1
130312302,Metro 2033,1.5,1,1
185079540,Life Is Strange,0.0,1,0
65155942,Counter-Strike,0.0,1,0
53898495,Warframe,190.0,1,1
62990992,Skulls of the Shogun,2.2,1,1
175831055,Marvel Heroes 2015,1.4,1,1
80550861,Counter-Strike Global Offensive,379.0,1,1
24721232,Mass Effect 2,0.0,1,0
192170147,DEFCON,0.0,1,0
21590667,Half-Life Opposing Force,0.0,1,0
86481908,Magicka Party Robes,0.0,1,0
220434034,Rise of Incarnates,0.8,1,1
13190476,The Wolf Among Us,15.3,1,1
172518437,Spore,6.2,1,1
62705916,Crusader Kings II Sons of Abraham,0.0,1,0
47457723,Solar 2,6.9,1,1
86912006,Champions Online,0.0,1,0
76451157,FINAL FANTASY XIII-2,0.0,1,0
207248568,Solar Shifter EX,0.0,1,0
156039980,Left 4 Dead 2,8.3,1,1
81591317,Borderlands 2 RU,28.0,1,1
11794760,Commandos 3 Destination Berlin,0.2,1,1
86469479,Dead Rising 3 DLC3,0.0,1,0
197966478,"Papers, Please",0.8,1,1
47063596,Call of Duty Black Ops III,191.0,1,1
26465134,Fallout New Vegas,45.0,1,1
69009454,Ghost Master,5.2,1,1
77980915,Rust,118.0,1,1
85210874,Garry's Mod,20.0,1,1
33587126,Counter-Strike Condition Zero,0.0,1,0
67694595,Star Wars Jedi Knight Dark Forces II,0.0,1,0
168244631,Yet Another Zombie Defense,0.4,1,1
59332369,Borderlands 2,1.9,1,1
57103808,Wargame European Escalation,27.0,1,1
64319625,Medieval II Total War,0.0,1,0
113544961,Realm of the Mad God,0.1,1,1
81170946,Left 4 Dead 2,0.6,1,1
144071257,Beyond Eyes,1.5,1,1
28229872,Counter-Strike Condition Zero Deleted Scenes,19.1,1,1
215160630,Voices from the Sea,0.0,1,0
70408902,Serious Sam 3 BFE,0.4,1,1
26762388,Strong Bad Episode 4 Dangeresque 3,0.0,1,0
61389725,Total War SHOGUN 2,6.3,1,1
98649241,Alien Swarm,1.7,1,1
21539893,Dead Space,0.0,1,0
59662830,Killing Floor Mod Defence Alliance 2,0.0,1,0
77954105,Sid Meier's Civilization V,0.2,1,1
209559315,Garry's Mod,3.4,1,1
66596291,Call of Duty Modern Warfare 3 - Multiplayer,140.0,1,1
561758,Insurgency Modern Infantry Combat,0.3,1,1
146007471,XCOM Enemy Within,0.0,1,0
80128229,Shank,0.0,1,0
180836607,Team Fortress 2,0.6,1,1
135147743,Cthulhu Saves the World ,0.0,1,0
30246419,Legend of Grimrock 2,3.5,1,1
36404933,From Dust,0.8,1,1
95084569,NBA 2K16,0.0,1,0
63965791,DiRT 3,4.7,1,1
198680785,PAYDAY The Heist,0.2,1,1
197652539,BioShock Infinite Burial at Sea - Episode 2,0.0,1,0
81160212,Poker Night 2,15.7,1,1
16645459,COH2 - The Western Front Armies Oberkommando West,0.0,1,0
243020996,Neverwinter,0.0,1,0
187817597,Unturned,3.9,1,1
138941587,Fat Chicken,2.4,1,1
205285563,Team Fortress 2,19.5,1,1
226095163,Dota 2,7.6,1,1
119211545,Hotline Miami 2 Wrong Number,20.0,1,1
159114904,Dino D-Day,0.0,1,0
114727578,Team Fortress Classic,0.0,1,0
176033341,Defiance,0.0,1,0
196609297,Robocraft,7.9,1,1
82263745,Archeblade,0.0,1,0
26762388,Natural Selection 2,0.0,1,0
116876958,Sid Meier's Civilization IV Beyond the Sword,0.0,2,0
126796140,Call of Duty Black Ops II,8.3,1,1
75155353,Borderlands 2 Headhunter 4 Wedding Day Massacre,0.0,1,0
191979928,Tales Runner,0.0,1,0
31727716,rFactor,2.2,1,1
84455820,Plague Inc Evolved,2.5,1,1
38317154,Dead Space,0.0,1,0
57974873,The Elder Scrolls V Skyrim - Hearthfire,0.0,1,0
62878249,Painkiller Hell & Damnation,0.8,1,1
255810120,Unturned,1.1,1,1
42005897,This War of Mine,12.2,1,1
69954842,The Vanishing of Ethan Carter,4.9,1,1
92612763,Supreme Commander 2,0.2,1,1
102687513,Anno Online,0.0,1,0
248076396,Magicka Wizard Wars,0.0,1,0
11970504,Grand Theft Auto Episodes from Liberty City,15.7,1,1
84513749,Sid Meier's Civilization V Scrambled Continents Map Pack,0.0,1,0
58931437,Hector Ep 2,0.0,1,0
30440303,ShootMania Storm,39.0,1,1
210018093,Marvel Heroes 2015,0.3,1,1
39361297,Dragomon Hunter,2.2,1,1
24469287,Insanely Twisted Shadow Planet,5.0,1,1
20772968,Borderlands 2 Headhunter 2 Wattle Gobbler,0.0,1,0
31187179,Left 4 Dead,4.2,1,1
91690667,Worms Reloaded,2.1,1,1
137610845,Call of Duty Modern Warfare 3,2.9,1,1
157391838,Rising Storm/Red Orchestra 2 Multiplayer,3.4,1,1
243020996,Counter-Strike Global Offensive,372.0,1,1
186517004,Trine,1.1,1,1
62878249,Sniper Elite V2,25.0,1,1
65754991,The Witcher Enhanced Edition,23.0,1,1
287465432,AdVenture Capitalist,0.0,1,0
102263723,Stronghold Kingdoms,1303.0,1,1
86055705,Dishonored,6.4,1,1
30440303,Wolfenstein The New Order German Edition,7.7,1,1
86469479,FATE,0.0,1,0
47457723,Wallace & Gromit Ep 4 The Bogey Man,0.0,1,0
65398650,Borderlands,0.0,1,0
46028967,SimCity 4 Deluxe,1.8,1,1
44169472,Half-Life 2 Deathmatch,0.0,1,0
20772968,Halo Spartan Strike,0.0,1,0
53711793,Call of Duty Modern Warfare 2 - Multiplayer,196.0,1,1
114324869,RaceRoom Racing Experience ,0.0,1,0
89732768,Shadow Warrior Classic (1997),1.2,1,1
30246419,Black Viper Sophia's Fate,0.0,1,0
140820563,Sid Meier's Civilization IV,6.9,2,1
197302530,Left 4 Dead 2,5.6,1,1
203459103,Blacklight Retribution,6.7,1,1
166669789,Wildlife Park 2 - Farm World,0.0,1,0
12610800,South Park The Stick of Truth,14.6,1,1
105503045,ARK Survival Evolved,0.6,1,1
178605069,Combat Arms,4.6,1,1
33013552,Hacker Evolution,0.0,1,0
54637394,Sam & Max 301 The Penal Zone,4.0,1,1
72627862,Loadout,0.1,1,1
36557643,Titan Quest,0.0,1,0
156799348,The Elder Scrolls V Skyrim - Hearthfire,0.0,1,0
71888942,Dead Space 2,0.0,1,0
72207742,Medieval II Total War Kingdoms,0.0,1,0
176103650,Mortal Kombat Legacy - Ep. 6 Raiden,0.0,1,0
148831715,Don't Starve Together Beta,4.4,1,1
34901647,Overlord II,17.5,1,1
53901705,S.T.A.L.K.E.R. Call of Pripyat,0.0,1,0
28472068,Tom Clancy's Splinter Cell Conviction,4.4,1,1
17530772,Tropico 4,18.7,1,1
31187179,Half-Life 2 Lost Coast,1.0,1,1
57433226,Rust,534.0,1,1
120237789,Call of Duty Black Ops - Multiplayer,0.0,1,0
32847394,The Stanley Parable,2.5,1,1
264500948,Batman Arkham Origins - Initiation,0.0,1,0
262861632,Super Monday Night Combat,0.0,1,0
106147454,Hitman Sniper Challenge,0.7,1,1
58905429,Arma 2 Private Military Company,0.0,1,0
45957399,Left 4 Dead 2,17.3,1,1
129720834,Commander Keen Complete Pack,0.0,1,0
47457723,Titan Quest,0.5,1,1
10869571,Counter-Strike Source,0.0,1,0
107273897,Mortal Kombat Legacy - Ep. 5 Kitana & Mileena (Part 2),0.0,1,0
168053527,Grand Theft Auto V,62.0,1,1
198398830,Loadout,0.0,1,0
55426012,Blood Bowl Legendary Edition,0.0,1,0
24721232,Zombie Shooter,0.0,1,0
44314169,Far Cry 2,0.3,1,1
76892907,Borderlands 2 Headhunter 4 Wedding Day Massacre,0.0,1,0
8585433,The Elder Scrolls V Skyrim - Hearthfire,0.0,1,0
237022317,Warframe,0.0,1,0
12610800,Age of Wonders,1.8,1,1
248444377,Gotham City Impostors Free To Play,0.0,1,0
39622853,Just Cause 2,1.2,1,1
143643478,Dying Light,1.8,1,1
29753085,Darksiders,72.0,1,1
117531196,Fractured Space,0.0,1,0
277635586,Portal 2,7.8,1,1
215039865,Dota 2,50.0,1,1
154533830,Heroes & Generals,0.6,1,1
164475918,Fistful of Frags,2.6,1,1
120139965,Receiver,0.0,1,0
41465526,Dota 2,2.4,1,1
134516625,9.03m,0.3,1,1
9823354,The Elder Scrolls V Skyrim - Dawnguard,0.0,1,0
30699429,PAYDAY 2,29.0,1,1
209623250,The Witcher 2 Assassins of Kings Enhanced Edition,0.2,1,1
138941587,Vertiginous Golf,0.0,1,0
202516861,Dota 2,43.0,1,1
167901416,Half-Life,0.0,1,0
101690993,Deus Ex Human Revolution,30.0,1,1
24469287,Awesomenauts,0.7,1,1
100519466,Sniper Ghost Warrior 2 Multiplayer Expansion Pack,0.0,1,0
46028967,The Elder Scrolls IV Oblivion ,6.7,1,1
103848468,The Elder Scrolls V Skyrim,4.6,1,1
42771635,Path of Exile,390.0,1,1
89691468,Half-Life Deathmatch Source,0.0,1,0
242572214,Kung Fury,0.0,1,0
98649241,The Lord of the Rings War in the North,6.7,1,1
161816812,Insurgency,4.0,1,1
2110581,Counter-Strike Global Offensive,140.0,1,1
100053304,Dream Of Mirror Online,0.5,1,1
203092936,Far Cry 3,25.0,1,1
58345543,LIMBO,0.2,1,1
137334839,Source Filmmaker,1.6,1,1
153945772,Counter-Strike Global Offensive,33.0,1,1
110658990,The Elder Scrolls V Skyrim - Hearthfire,0.0,1,0
12610800,Grand Theft Auto Episodes from Liberty City,0.0,1,0
44545959,realMyst Masterpiece Edition,7.5,1,1
148773331,Team Fortress 2,65.0,1,1
280317702,Brawlhalla,0.0,1,0
272499996,Robocraft,0.9,1,1
10599862,Europa Universalis IV,104.0,1,1
187653547,AirMech,0.0,1,0
270356700,Strike Suit Infinity,0.0,1,0
10450544,SONIC THE HEDGEHOG 4 Episode I,1.2,1,1
142388676,Dota 2,2.9,1,1
81943620,Burnout Paradise The Ultimate Box,14.3,1,1
135244036,Loadout,1.9,1,1
10868970,Half-Life 2 Lost Coast,0.0,1,0
153361267,Call of Duty Ghosts,0.0,1,0
259301403,FINAL FANTASY XIV Heavensward,0.0,1,0
73835640,Age of Empires III Complete Collection,3.1,1,1
27279261,Orcs Must Die! 2,0.0,1,0
230633575,sZone-Online,0.0,1,0
154458931,The Forest,50.0,1,1
20772968,Tom Clancy's Rainbow Six Vegas 2,0.0,1,0
285869008,Euro Truck Simulator 2,3.0,1,1
94299484,Fallout,3.7,1,1
94521606,Brothers - A Tale of Two Sons,0.0,1,0
69856757,Don't Starve Together Beta,82.0,1,1
256992469,Mitos.is The Game,1.3,1,1
156460514,XCOM Enemy Unknown,65.0,1,1
11403772,Arma Cold War Assault,0.0,1,0
254331853,Dota 2,2.7,1,1
259614031,Fishing Planet,0.6,1,1
123696203,Grand Theft Auto San Andreas,0.3,2,1
44314169,Max Payne 3,12.7,1,1
48798067,Alpha Protocol,12.2,1,1
178893007,Dota 2,15.4,1,1
71777065,Company of Heroes (New Steam Version),0.0,1,0
33865373,Sid Meier's Civilization IV Beyond the Sword,19.8,2,1
46301758,DayZ,3.3,1,1
36404933,Oddworld Stranger's Wrath HD,0.2,1,1
186673066,Stranded Deep,62.0,1,1
107743243,R.U.S.E.,0.0,1,0
158121917,No More Room in Hell,13.8,1,1
53875128,SteamWorld Dig,2.6,1,1
86481908,Painkiller Hell & Damnation,2.5,1,1
196059860,Heroes & Generals,0.0,1,0
53245953,Zoombinis,3.6,1,1
65754991,Terraria,0.2,1,1
4824107,Grand Theft Auto,0.1,1,1
53898495,Tomb Raider The Last Revelation,0.0,1,0
60608576,Spooky's House of Jump Scares,0.0,1,0
266479412,Dirty Bomb,0.0,1,0
124059151,Bastion,7.2,1,1
115487966,The Sims(TM) 3,70.0,1,1
105503045,The Elder Scrolls IV Oblivion ,1.4,1,1
237022317,Dota 2,10.4,1,1
169337011,HAWKEN,0.4,1,1
37422528,Tomb Raider II,0.0,1,0
186673066,Banished,40.0,1,1
38049880,Breath of Death VII ,0.9,1,1
17995238,Borderlands,95.0,1,1
135244036,KWAAN,1.4,1,1
71510748,"Papers, Please",3.4,1,1
210727350,PAYDAY 2,9.9,1,1
64787956,The Retro Expansion,0.0,1,0
168324795,Two Worlds II,0.0,1,0
148362155,Team Fortress 2,0.1,1,1
55739825,Call of Duty Black Ops - Multiplayer,0.0,1,0
38049880,Just Cause,0.0,1,0
14706578,Counter-Strike Condition Zero,0.0,1,0
93644606,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full Burst,23.0,1,1
305130721,Heroes & Generals,0.0,1,0
209817175,Gear Up,0.7,1,1
98649241,Batman Arkham Asylum GOTY Edition,3.0,1,1
26122540,Half-Life 2 Deathmatch,0.0,1,0
23717586,Half-Life Blue Shift,0.0,1,0
113752996,NightSky,0.0,1,0
163235405,Unturned,0.0,1,0
45411694,QuestEvent,0.0,1,0
36557643,BIT.TRIP BEAT,0.0,1,0
113196318,Robocraft,0.0,1,0
240749915,Gear Up,0.0,1,0
160928826,Plants vs. Zombies Game of the Year,7.9,1,1
96440794,Portal 2,14.4,1,1
115324976,Left 4 Dead 2,419.0,1,1
105503045,Metro 2033 Redux,0.0,1,0
42061089,Far Cry 3 Blood Dragon,0.5,1,1
68316900,Assassin's Creed Brotherhood,0.0,1,0
175001491,Loadout,20.0,1,1
249112299,FreeStyle2 Street Basketball,0.0,1,0
8776918,Call of Duty Modern Warfare 2 - Multiplayer,562.0,1,1
170172944,The Elder Scrolls V Skyrim,33.0,1,1
105243827,Left 4 Dead 2,0.0,1,0
226033921,Grand Theft Auto V,86.0,1,1
177213985,Marvel Heroes 2015,0.0,1,0
87694960,The Bureau XCOM Declassified,0.0,1,0
154230723,Source Filmmaker,1.2,1,1
62990992,Royal Quest,0.0,1,0
113752996,Borderlands 2,8.4,1,1
40212239,Guns of Icarus Online,0.6,1,1
108223505,The Elder Scrolls V Skyrim - Dawnguard,0.0,1,0
270228556,Dota 2,1.2,1,1
13565651,Far Cry 3,10.4,1,1
212302055,Dead Island Epidemic,0.0,1,0
64369759,SONIC THE HEDGEHOG 4 Episode I,0.3,1,1
143877335,Dark Matter,0.0,1,0
36557643,Zombie Driver,0.0,1,0
215208719,Trove,0.0,1,0
106796307,Natural Selection 2,1.3,1,1
50818751,Borderlands DLC The Zombie Island of Dr. Ned,0.0,1,0
248444377,Robocraft,0.0,1,0
161405419,Stronghold Legends,0.0,1,0
31669242,Star Wars Republic Commando,0.0,1,0
108569990,Batman Arkham Origins,0.3,1,1
251928689,Team Fortress 2,8.2,1,1
9563573,Counter-Strike,9.9,1,1
213720494,Counter-Strike Global Offensive,52.0,1,1
64787956,The Bridge,0.0,1,0
100431715,Fallout New Vegas Dead Money,0.0,1,0
174226719,Terraria,3.1,1,1
228253535,Unturned,0.9,1,1
122026623,Grand Theft Auto 2,0.0,1,0
100741663,Half-Life Deathmatch Source,0.0,1,0
83849502,The Guild II Renaissance,0.0,1,0
9128105,Overlord,2.8,1,1
72842694,Mark of the Ninja,1.4,1,1
103731895,Team Fortress 2,251.0,1,1
96400571,The Escapists,5.7,1,1
44472980,Rochard - Hard Times,0.0,1,0
37723786,Path of Exile,4.3,1,1
126191291,Enclave,0.0,1,0
14465359,Hitman 2 Silent Assassin,0.0,1,0
36546868,CastleStorm - The Warrior Queen,0.0,1,0
174585005,Team Fortress 2,13.0,1,1
112626210,Portal,0.0,1,0
28472068,Batman Arkham Origins - New Millennium Skins Pack,0.0,1,0
78142481,Call of Duty Advanced Warfare - Multiplayer,2.1,1,1
154230723,Ittle Dew,0.0,1,0
48028873,RPG Maker DS Resource Pack,0.0,1,0
154230933,Max Payne,0.0,1,0
180753437,World of Goo,1.2,1,1
23306116,Counter-Strike,0.0,1,0
54637394,Oddworld Abe's Exoddus,1.0,1,1
86912006,Nosgoth,0.0,1,0
77194239,Magicka Party Robes,0.0,1,0
39037163,Far Cry 2 Fortunes Pack,0.0,1,0
94110492,King Arthur II - The Role-playing Wargame,2.5,1,1
36557643,Cave Story+,3.8,1,1
194641575,RAGE,18.4,1,1
38465050,Grimm,11.0,1,1
165101762,Aftermath,5.0,1,1
62990992,F.E.A.R. 2 Project Origin,0.0,1,0
198914333,Dota 2,439.0,1,1
260455932,Team Fortress 2,0.1,1,1
86912006,Mabinogi,0.0,1,0
293527273,FreeStyle2 Street Basketball,0.0,1,0
59825286,Beatbuddy Tale of the Guardians,0.0,1,0
117210908,Dota 2,2.8,1,1
114617787,Running Shadow,0.0,1,0
149449755,Insurgency Modern Infantry Combat,34.0,1,1
105048330,Dota 2,1.0,1,1
91729217,Gothic II Gold Edition,0.2,1,1
111003194,Team Fortress 2,2.3,1,1
114727578,Ricochet,0.0,1,0
99264709,Loadout,0.9,1,1
186651907,Dota 2,0.3,1,1
219466457,Arma 3 Zeus,0.0,1,0
96400571,Rock of Ages,0.4,1,1
36557643,"Warhammer 40,000 Dawn of War - Game of the Year Edition",0.0,1,0
49893565,Magicka,26.0,1,1
57451291,Call of Duty Modern Warfare 2,6.7,1,1
35701646,Alan Wake,6.3,1,1
127072755,Warface,1.0,1,1
157636450,Pid ,0.0,1,0
30519870,DOOM 3,1.0,1,1
250006052,Project CARS,40.0,1,1
183771438,Happy Wars,0.0,1,0
210019205,Loadout Campaign Beta,11.5,1,1
62990992,The Witcher 2 Assassins of Kings Enhanced Edition,2.3,1,1
100311267,Enclave,0.0,1,0
86055705,Grand Theft Auto IV,13.2,1,1
72417734,Sid Meier's Civilization V,7.7,1,1
5307960,Deathmatch Classic,0.0,1,0
82212295,Alien Swarm,19.0,1,1
71777065,Star Wars The Force Unleashed Ultimate Sith Edition,0.0,1,0
14465359,Total War SHOGUN 2 - Fall of the Samurai,0.0,1,0
157636450,Don't Starve Reign of Giants,0.0,1,0
131348564,Unturned,33.0,1,1
42657809,F.E.A.R. Extraction Point,0.0,1,0
224070533,Dead Island,3.6,1,1
106592046,Grand Theft Auto Episodes from Liberty City,0.6,1,1
30425578,Worms Blast,0.0,1,0
249232725,Deus Ex Human Revolution - Director's Cut,8.7,1,1
84925352,Magicka Frozen Lake,0.0,1,0
11970504,Napoleon Total War,19.1,1,1
81160212,Quake III Team Arena,0.0,1,0
114727578,Five Nights at Freddy's 2,0.0,1,0
150751526,Stronghold Kingdoms,5.9,1,1
81439192,Puzzle Quest,13.2,1,1
40212239,Worms Crazy Golf,0.0,1,0
122026623,Hitman Blood Money,0.0,1,0
10181060,Counter-Strike Source,0.2,1,1
126269125,Arma Cold War Assault,0.0,1,0
108726847,The Banner Saga,0.0,1,0
232907046,Color Symphony,0.0,1,0
33580866,Garry's Mod,90.0,1,1
10253354,RollerCoaster Tycoon 2 Triple Thrill Pack,0.0,1,0
14465359,McPixel,0.0,1,0
14465359,Tom Clancy's Ghost Recon Advanced Warfighter,0.0,1,0
92914917,Pongo,0.0,1,0
49893565,Deus Ex Game of the Year Edition,0.6,1,1
120116659,Clicker Heroes,12.3,1,1
33013552,Detective Case and Clown Bot in Murder in the Hotel Lisbon,0.0,1,0
39146470,Battlefield Bad Company 2 Vietnam,0.0,1,0
31669242,Command and Conquer Red Alert 3,0.0,1,0
134322141,Blitzkrieg 2 Anthology,0.8,1,1
213610494,Fishing Planet,1.4,1,1
165216496,Team Fortress 2,570.0,1,1
107377573,Batman Arkham Origins - Online Supply Drop 2,0.0,1,0
157391838,Counter-Strike Global Offensive,760.0,1,1
40212239,Burnout Paradise The Ultimate Box,1.2,1,1
225734651,PlanetSide 2,2.1,1,1
61779218,Battlefield Bad Company 2,40.0,1,1
164511211,Marvel Heroes 2015,2.3,1,1
163162333,Dying Light,1.9,1,1
300601393,Euro Truck Simulator 2,12.0,1,1
63157803,Company of Heroes Tales of Valor,157.0,1,1
85497862,Half-Life 2 Deathmatch,3.4,1,1
88035166,Towns,0.1,1,1
108264287,AdVenture Capitalist,8.7,1,1
222060673,H1Z1 Test Server,0.0,1,0
38465050,LEGO Harry Potter Years 5-7,4.0,1,1
134322141,Codename CURE,0.0,1,0
32467994,Lichdom Battlemage,1.8,1,1
109715095,Famaze,0.0,1,0
300708628,Dota 2,0.5,1,1
10599862,SpellForce 2 Shadow Wars,0.0,1,0
138941587,Dungeon Hearts,3.4,1,1
115632831,Arma 2,0.0,1,0
70737757,Star Trek Online,105.0,1,1
36404933,Star Wars - Jedi Knight Mysteries of the Sith,0.0,1,0
201713909,UberStrike,0.0,1,0
157636450,SUPER DISTRO,0.0,1,0
186126772,Call of Duty Black Ops II,0.6,1,1
147602462,Age of Empires III Complete Collection,18.6,1,1
302328584,Electric Highways,0.3,1,1
185390486,Tom Clancy's Ghost Recon Phantoms - EU,0.0,1,0
297169314,Dota 2,0.8,1,1
190721470,The Walking Dead,0.3,1,1
112626210,Warframe,3.5,1,1
117345810,Borderlands 2 Headhunter 4 Wedding Day Massacre,0.0,1,0
46028967,Nether,0.0,1,0
154230723,Galactic Civilizations II Ultimate Edition,0.0,1,0
58931437,Sam & Max 304 Beyond the Alley of the Dolls,0.0,1,0
94297466,Football Manager 2012,553.0,1,1
35701646,Just Cause 2,6.6,1,1
11794760,Heretic Shadow of the Serpent Riders,0.0,1,0
100070732,Arma 2 Operation Arrowhead Beta (Obsolete),0.0,1,0
115996656,Don't Starve Reign of Giants,0.0,1,0
21061921,Lilly Looking Through,0.0,1,0
112626210,Batman Arkham Origins Blackgate - Deluxe Edition,0.0,1,0
48798067,Emily is Away,0.9,1,1
81160212,Total War SHOGUN 2,1.0,1,1
206014489,America's Army 3,0.3,1,1
284165884,Dota 2,5.7,1,1
36546868,Tom Clancy's Splinter Cell Conviction,34.0,1,1
62990992,Sid Meier's Civilization IV Colonization,0.0,2,0
24721232,Sacred Citadel,0.0,1,0
76027799,Company of Heroes Opposing Fronts,0.0,1,0
127311699,Age of Empires II HD The Forgotten,0.0,1,0
49462664,They Bleed Pixels,5.2,1,1
174633348,TERA,0.9,1,1
11794760,Crysis Wars,0.0,1,0
59099129,Call of Duty Black Ops,30.0,1,1
43684632,Don't Starve Together Beta,0.0,1,0
11940338,Five Nights at Freddy's 2,0.0,1,0
210727350,No More Room in Hell,0.0,1,0
282049154,Call of Duty Advanced Warfare,0.0,1,0
126191291,Napoleon Total War,0.0,1,0
174674290,Portal Stories Mel,9.2,1,1
180801118,Source Filmmaker,4.2,1,1
5600822,Day of Defeat,0.0,1,0
87734805,The Witcher 2 Assassins of Kings Enhanced Edition,3.6,1,1
133268317,Dota 2,1083.0,1,1
150789931,SpellForce 2 - Demons of the Past,0.0,1,0
65229865,Might & Magic Heroes VI,5.1,1,1
33651880,BIT.TRIP RUNNER,2.0,1,1
136783755,Earth 2150 The Moon Project,0.0,1,0
116876958,Max Payne 3,8.7,1,1
175263669,Don't Starve,2.5,1,1
11403772,The Ball,0.2,1,1
48525807,Trials Evolution Gold Edition,1.9,1,1
59825286,Defense Grid Resurgence Map Pack 2 ,0.0,1,0
101690993,Polarity,0.0,1,0
281535206,Path of Exile,6.6,1,1
39361297,Robocraft,5.9,1,1
16080105,Day of Defeat,0.0,1,0
71777065,Batman Arkham Origins - New Millennium Skins Pack,0.0,1,0
45411694,Batman Arkham Origins -  Online Supply Drop 1,0.0,1,0
248444377,Sunrider Mask of Arcadius,0.0,1,0
17995238,Pillars of Eternity,8.0,1,1
92593907,War Thunder,11.2,1,1
225028163,Transformice,0.0,1,0
67729331,Greed Corp,2.3,1,1
140825164,No More Room in Hell,12.6,1,1
186194652,Heroes & Generals,0.0,1,0
5949488,Counter-Strike Source,0.0,1,0
223634790,Team Fortress 2,3.0,1,1
299523550,Bloodwood Reload,0.2,1,1
65398650,Half-Life Opposing Force,0.0,1,0
150137344,Team Fortress 2,1217.0,1,1
64319625,Team Fortress Classic,0.0,1,0
44472980,The Secret of Monkey Island Special Edition,0.2,1,1
165353535,Archeblade,0.0,1,0
143877335,Euro Truck Simulator 2 - Going East!,0.0,1,0
166656680,Garry's Mod,5.3,1,1
120838793,Counter-Strike,0.0,1,0
24919113,Counter-Strike Condition Zero Deleted Scenes,0.0,1,0
36557643,Mass Effect,1.1,1,1
134516625,Sid Meier's Civilization III Complete,0.0,1,0
75240572,Left 4 Dead 2,2.1,1,1
30246419,Call of Juarez,0.0,1,0
122026623,Expeditions Conquistador,0.0,1,0
70408902,Crayon Physics Deluxe,0.0,1,0
73518199,Magic The Gathering - Duels of the Planeswalkers 2013,52.0,1,1
96588736,METAL GEAR RISING REVENGEANCE,6.0,1,1
186055359,Dota 2,1.1,1,1
62481936,Keep Talking and Nobody Explodes,0.0,1,0
65398650,Ether Vapor Remaster,4.5,1,1
44482198,EVE Online,110.0,1,1
44314169,The Walking Dead,14.9,1,1
159428605,Urban Trial Freestyle,0.0,1,0
210019205,Gear Up,0.4,1,1
85497862,Sid Meier's Civilization V Brave New World,0.0,1,0
33865373,Train Simulator,0.0,1,0
98312003,Half-Life,0.0,1,0
93644606,No More Room in Hell,9.3,1,1
11373749,The Cave,1.4,1,1
62990992,Demise of Nations Rome,1.5,1,1
281857216,Unturned,0.0,1,0
211544205,Obscure,0.0,1,0
128995325,Dota 2,76.0,1,1
67579257,Batman Arkham Knight,2.8,1,1
226490758,Nosgoth,0.0,1,0
